Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success/mpc,Success,CollisionsAvg,ExRewardAvg
9/20,0/20,9050,905000,37.74548578262329,3681.055071592331,112.93496076762676,1297.4636601284146,0.83,0.83,3.59,-172.62
9/20,1/20,9100,910000,37.92699480056763,3708.1247396469116,113.75204663723707,1228.6346625462174,0.87,0.87,3.55,-159.61
9/20,2/20,9150,915000,38.04062795639038,3685.475070953369,111.77885778993368,1303.2418651208282,0.86,0.86,3.95,-141.88
9/20,3/20,9200,920000,37.545295000076294,3687.3643448352814,113.42809051275253,1261.1803673356771,0.8,0.8,4.22,-203.41
9/20,4/20,9250,925000,38.01465368270874,3710.1729180812836,112.68328113108873,1268.4215919598937,0.82,0.82,2.96,-180.21
9/20,5/20,9300,930000,38.78423261642456,3693.76322388649,111.55099065601826,1239.2565837278962,0.85,0.85,3.83,-156.81
9/20,6/20,9350,935000,37.477728605270386,3710.6502108573914,112.85707572102547,1322.170950613916,0.8,0.8,3.68,-191.58
9/20,7/20,9400,940000,37.923829555511475,3675.4184126853943,111.25852711498737,1200.9452380239964,0.92,0.92,2.17,-92.23
9/20,8/20,9450,945000,37.88641548156738,3687.22492146492,115.35267645865679,1193.6566271185875,0.87,0.87,2.93,-138.8
9/20,9/20,9500,950000,37.86587119102478,3649.8735299110413,114.99217462539673,1146.4685497954488,0.83,0.83,3.43,-177.67
9/20,10/20,9550,955000,37.72998237609863,3659.4950070381165,113.63234835863113,1216.3298952281475,0.84,0.84,3.41,-173.81
9/20,11/20,9600,960000,37.80654430389404,3694.144110918045,113.8545374572277,1312.2139375582337,0.87,0.87,4.14,-155.47
9/20,12/20,9650,965000,38.263964891433716,3661.0710411071777,113.62175799161196,1225.1418295055628,0.8,0.8,3.12,-196.62
9/20,13/20,9700,970000,40.480260372161865,3678.0360963344574,113.42141655832529,1215.1573672667146,0.81,0.81,3.46,-204.39
9/20,14/20,9750,975000,39.59136199951172,3641.664161682129,114.52840011566877,1343.019881606102,0.89,0.89,3.07,-117.59
9/20,15/20,9800,980000,39.359501123428345,3645.6625690460205,115.58631529659033,1180.5889090523124,0.82,0.82,3.67,-203.62
9/20,16/20,9850,985000,38.77351665496826,3638.4463148117065,115.99752966314554,1233.5545445233583,0.85,0.85,3.04,-154.94
9/20,17/20,9900,990000,39.94086575508118,3681.960474729538,115.19747408479452,1287.7542601451278,0.88,0.88,2.76,-146.55
9/20,18/20,9950,995000,37.49535298347473,3657.332117795944,116.34963499009609,1339.731836490333,0.88,0.88,3.22,-139.98
9/20,19/20,10000,1000000,38.29660892486572,3681.7682027816772,114.6354558467865,1333.2064920142293,0.93,0.93,2.77,-81.85
10/20,0/20,10050,1005000,37.853729486465454,3673.420350551605,115.19879891723394,1195.7674561813474,0.86,0.86,3.51,-141.96
10/20,1/20,10100,1010000,39.5271360874176,3669.8607926368713,113.54785783588886,1240.5317278131843,0.88,0.88,2.91,-122.63
10/20,2/20,10150,1015000,39.967328786849976,3629.0740407705307,111.79483956098557,1338.3010818511248,0.91,0.91,2.89,-97.27
10/20,3/20,10200,1020000,39.80219650268555,3637.327472448349,111.91144365817308,1281.022565215826,0.83,0.83,3.52,-162.67
10/20,4/20,10250,1025000,38.264228105545044,3610.1953086853027,107.79967994242907,1448.3922425359488,0.88,0.88,3.17,-126.38
10/20,5/20,10300,1030000,38.8506281375885,3628.8686406612396,107.08967050909996,1286.380094125867,0.87,0.87,3.26,-138.31
10/20,6/20,10350,1035000,38.12731647491455,3648.566779613495,109.14894361048937,1318.3314867466688,0.9,0.9,3.37,-119.04
10/20,7/20,10400,1040000,38.780977964401245,3614.3665630817413,109.97314861416817,1471.768219679594,0.92,0.92,2.63,-93.6
10/20,8/20,10450,1045000,38.72463512420654,3612.196464061737,108.09153400361538,1285.5189460217953,0.87,0.87,3.52,-116.47
10/20,9/20,10500,1050000,38.643624782562256,3585.1185561418533,106.88318351656199,1368.272340029478,0.87,0.87,2.62,-139.79
10/20,10/20,10550,1055000,38.43362760543823,3588.2122263908386,108.27170395851135,1305.0205821171403,0.94,0.94,2.34,-83.49
